text,valence,arousal,dominance,emotion_label,source
"I finally finished my phlebotomy class. It was an hours drive one way, yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard. PLAYER: I finally finished my Phlebotomy class . It was an hour's drive one way, but thankfully it's over and a hospital nearby is hiring I heard. Whew! NPC: That's amazing! How do you anticipate dealing with people who are afraid of needles?",0.75,0.45,0.52,grateful,empathetic
Had a interview yesterday. I think it went pretty well. I hope I get the job. PLAYER: Had a interview yesterday. I think it went pretty well. I hope I get the job. NPC: Thats good. Make sure you follow up.,0.65,0.62,0.58,anticipating,empathetic
I bought a lottery ticket and was hopeful I would win. PLAYER: I bought a lottery ticket and have a feeling I will win. NPC: Good luck! I hope you'll win!,0.68,0.48,0.62,hopeful,empathetic
"My birthday was last weekend, and no one wished me a Happy Birthday. PLAYER: My birthday was last weekend, and no one wished me a Happy Birthday. NPC: I'm so sorry to hear that. How sad for you.",0.15,0.42,0.18,sad,empathetic
"I was thrown a surprise party for my 30th birthday. PLAYER: For my 30th birthday, my family and friends got together and threw me a surprise birthday party. NPC: Very nice! Where was the party?",0.65,0.78,0.55,surprised,empathetic
I was told my cat only has a few weeks to live. PLAYER: The vet told me my cat only has a few weeks left to live. NPC: Thats so terrible! :( Im really sorry... you should do something special everyday and make memories!,0.15,0.42,0.18,sad,empathetic
when someone tried to get me to go out to a bar behind my spouses back  PLAYER: A friend tried to get me to go out to a bar and hang out behind my spouses back... NPC: Did you tell your spouse? I really think they should know.,0.72,0.45,0.68,faithful,empathetic
"My friend just bought a brand new car. My car hasn't worked for months PLAYER: I hate being envious, but I've needed a car for months and my friend just bought a new one. NPC: I know what you mean... but for now maybe you can just car pool around with your friend until you can get one!",0.22,0.68,0.48,jealous,empathetic
when my dog died  PLAYER: I had to put my dog to sleep and it was super stressing! :( NPC: oh no. I'm sorry to hear that.,0.15,0.42,0.18,sad,empathetic
"Went out with my friends last night after not seeing each other for a year. I was in another country for work and just got back. PLAYER: Went out with my friends last night after not seeing each other for a year. I was in another country for work and just got back. NPC: Oh, I bet that was fun and interesting visiting another country too.",0.88,0.72,0.75,joyful,empathetic
"I'm trying to sell my house. It's been on the market for a year now, but I think I found someone who might buy it.  I'm trying to move to another area. PLAYER: I think I found someone that's interested in my house finally . It's been on the market for over a year now. NPC: That can be stressful. I hope you get the sale. What will you do afterwards?",0.68,0.48,0.62,hopeful,empathetic
I'll get to go on vacation tomorrow. Been working really hard to get things clear up so I can enjoy myself. PLAYER: I'll get to go on vacation tomorrow. Been working really hard to get things clear up so I can enjoy myself. NPC: Awesome! Where are you headed to?,0.78,0.82,0.62,excited,empathetic
when i offered to work extra hours to make up for bills  PLAYER: Recently I offered to start working extra long hours just to help support my family more. NPC: That's really considerate of you. Do they need your help a lot?,0.5,0.5,0.5,caring,empathetic
"Just moved here for work, and I don't know anyone. My coworkers have families of their own. PLAYER: Just moved here for work, and I don't know anyone. My coworkers have families of their own. NPC: That's sucks. You just have to warm up to people.",0.18,0.48,0.22,lonely,empathetic
I went to the grocery store the other day. I shopprf got sn hour then realized I had left my purse home. PLAYER: I went to grocery store the other day and completely embarassed myself. NPC: What happened?!,0.15,0.55,0.22,embarrassed,empathetic
"waiting for christmas!  PLAYER: I cant wait to buy my christmas tree this year, lol.. funny right? ...but I am actually really excited. NPC: Do you usually get a live one ?",0.65,0.62,0.58,anticipating,empathetic
Went for a visit to the place I grew up and it has gone down hill a lot since I was there last. Very sad. A lot of the houses look so run down and dilapidated.  PLAYER: I visited my old home town recently and it has gone down hill so much.  A lot of the houses are run down and dilapidated. So sad. NPC: That sucks..... always bad to see something like that. Did you atleast enjoy your trip?,0.55,0.32,0.48,nostalgic,empathetic
I was thrown a party yesterday and had no idea it was happening. PLAYER: So I came home from work yesterday and when I walked in the apartment Sally had all my friends and family inside. NPC: surprise party or intervention,0.65,0.78,0.55,surprised,empathetic
My daughter started a new school last year. She s adjusting great and had made a lot of friends. PLAYER: MY daughter started a new school last year. NPC: That is exciting and scary all at the same time,0.78,0.62,0.72,proud,empathetic
When I was a child and found out my friends could come over.  PLAYER: i was excited when i was a child and found out my firned could come over and play NPC: life was simple then wasnt it! very cute.,0.65,0.78,0.55,surprised,empathetic
"When i was moving and lost my insurance to my car.  PLAYER: I was in the middle of a long distance move, and somehow misplaced my drivers registration and car insurance!!! NPC: Oh no that is not good",0.08,0.92,0.15,terrified,empathetic
I did not get the promotion at work that I wanted. PLAYER: So Bob got the promotion at work even though I put in all those hours. NPC: That's gotta be terrible. Why did they pick him instead of you?,0.22,0.68,0.48,jealous,empathetic
My neighbor's kid just lost his eyesight. The whole family is devastated. PLAYER: My neighbor's kid just lost his eyesight. The whole family is devastated. NPC: O im sorry to hear that! How did it happen?,0.5,0.5,0.5,caring,empathetic
I once went to see fireworks with my best friend. Best day of my life. We're no longer friends. PLAYER: I once went to see fireworks with my best friend. Best day of my life. We're no longer friends. NPC: What a beautiful memory that you will always have though... have you tried to be friends again?,0.58,0.42,0.45,sentimental,empathetic
"My child lied to me, and went somewhere he shouldnt have went.  PLAYER: So I found something out the other night that made me extremely upset! NPC: What happened?!",0.12,0.92,0.52,furious,empathetic
I saw that they are going to remake a movie I like a lot. PLAYER: So I just saw how they are going to have a remake of Fist of Fury. NPC: I have no idea what that is.,0.55,0.32,0.48,nostalgic,empathetic
There was once a mouse in my  kitchen. I almost died. PLAYER: One time there was a large mouse in my kitchen. NPC: What did you do with it? Did you try to kill it?,0.12,0.83,0.25,afraid,empathetic
I think my job will lay us off.  PLAYER: I think our job might be laying us off. NPC: O No! Are they going to offer you any kind of package?,0.12,0.83,0.25,afraid,empathetic
I finally rearranged the garage after a year of putting it off PLAYER: So after a year of being here we finally got to rearrange the garage. NPC: How is it looking?,0.78,0.62,0.72,proud,empathetic
I lost my cat to old age and cried all night about it. PLAYER: So my cat of 10 years past away last night. I dont know what to do NPC: oh no. I'm sorry to hear that.,0.15,0.42,0.18,sad,empathetic
I always donate my change when I shop at my local drug store. Makes me feel like I' doing something good. PLAYER: I like to give to charity. NPC: What charities do you like to give too,0.5,0.5,0.5,caring,empathetic
I lost my wallet and had to get all new cards PLAYER: So I lost my wallet and had to get a new ID issued to me. NPC: I hope someone turns it in soon to you.. did you lose out on money too?,0.15,0.42,0.18,sad,empathetic
to go to a concert.  PLAYER: Im going to my first concert this weekend. Yesssssss! NPC: Did you buy tickets or win them?,0.78,0.82,0.62,excited,empathetic
